name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
مرسيدس,E300,1999,65000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,300,150,5,نقدا فقط ,للبيع فقط ,2
فيات,باندا,2015,51000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,30000,5,نقدا فقط ,للبيع فقط ,1
هونداي,i30,2008,58000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,250000,5,إمكانية التقسيط ,للبيع أو التبديل ,3
سيت,ليون,2015,73000,عدةالوان,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,6,,نقدا فقط ,
اوبل,كورسا,2008,43000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,2
هونداي,اكسنت,2013,66500,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,165500,5,إمكانية التقسيط ,للبيع أو التبديل ,1
مرسيدس,250,1992,25000,أسود,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,,8,إمكانية التقسيط ,للبيع فقط ,1
كيا,اوبتيما,2014,90000,فضي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,2000,2000,4,,إمكانية التقسيط ,
بيجو,بارتنر,2014,78000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
بي,528,1998,60000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2800,256664,5,نقدا فقط ,للبيع فقط ,4
ستروين,C4,2013,100000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100,7,إمكانية التقسيط ,للبيع أو التبديل ,1
هوندا,سيفيك,2007,47000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,1800,5,نقدا فقط ,للبيع فقط ,1
سكودا,اوكتافيا,2015,110000,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,39000,6,إمكانية التقسيط ,للبيع فقط ,1
بي,530,2002,59000,أسودميتالك,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,3000,190000,5,إمكانية التقسيط ,للبيع فقط ,4
اوبل,كورسا,1998,31000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,113500,5,نقدا فقط ,للبيع فقط ,4
بي,116,2014,125000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,74000,5,نقدا فقط ,للبيع فقط ,
مرسيدس,C250,2001,32000,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,جولف,2006,68000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,3
فولكسفاجن,جولف,2002,62000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,91000,5,نقدا فقط ,للبيع فقط ,3
سكودا,اوكتافيا,2008,50000,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1900,5,نقدا فقط ,للبيع فقط ,2
سكودا,اوكتافيا,2014,90000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000,5,نقدا فقط ,للبيع فقط ,1
سكودا,اوكتافيا,2004,46000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,620,5,إمكانية التقسيط ,للبيع فقط ,5
فولكسفاجن,باسات,1998,32000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,2
كيا,برايد,2014,70000,أبيضعاجي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1400,65000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,باسات,2005,48000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,,5,نقدا فقط ,للبيع أو التبديل ,
فورد,فوكس,2013,70000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,51000,6,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,GTI,2014,145000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,نقدا فقط ,للبيع فقط ,1
بيجو,307,2004,32000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,3
سكودا,اوكتافيا,2014,97000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,5,نقدا فقط ,للبيع أو التبديل ,1
بي,316,1987,26000,أسودميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,1800,6,نقدا فقط ,للبيع فقط ,6
فولكسفاجن,كبينة,2001,7500,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2400,220,6,نقدا فقط ,للبيع فقط ,4
مرسيدس,410,1994,26500,أبيضعاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,490000,3,إمكانية التقسيط ,للبيع فقط ,2
سكودا,اوكتافيا,2002,44000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,460000,5,إمكانية التقسيط ,للبيع أو التبديل ,3
بيجو,207,2011,45000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,48000,5,نقدا فقط ,للبيع فقط ,1
اوبل,استرا,2006,40000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,159000,5,نقدا فقط ,للبيع أو التبديل ,3
ميتسوبيشي,كاريزما,1999,1500,أبيض,بنزين,خصوصي,نمرةصفراء,اوتوماتيك,الكتروني,1600,190,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,بولو,2001,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,5,نقدا فقط ,للبيع فقط ,4
بيجو,206,2008,37000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,3
سكودا,فابيا,2010,52000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1000,5,نقدا فقط ,للبيع فقط ,1
اوبل,كورسا,2016,69000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,باسات,2005,50000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,1900,0,,إمكانية التقسيط ,
بي,X5,2008,219000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,3000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,بورا,2004,36000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,9,إمكانية التقسيط ,للبيع فقط ,2
فولكسفاجن,توران,2010,74900,أخضر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,120000,7,نقدا فقط ,للبيع أو التبديل ,2
كيا,سيراتو,2007,53000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,93000,5,نقدا فقط ,للبيع فقط ,1
هونداي,توسان,2008,65000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,4,,نقدا فقط ,
فولكسفاجن,توران,2014,125000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,140000,7,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,بولو,2014,59000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,60000,6,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,بولو,1999,23000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,5,نقدا فقط ,للبيع فقط ,6
اوبل,كورسا,2009,35000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,130000,5,نقدا فقط ,للبيع فقط ,4
فولكسفاجن,جولف,2002,43000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,2
اوبل,كورسا,2003,35500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,290090,5,إمكانية التقسيط ,للبيع فقط ,4
فورد,فيستا,2014,47000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,58000,5,نقدا فقط ,للبيع فقط ,1
هونداي,سانتافيه,2013,135000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,36000,7,نقدا فقط ,للبيع فقط ,1
اوبل,كورسا,2002,33000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,220,5,نقدا فقط ,للبيع فقط ,2
دايو,ماتيز,2001,16000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,160000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
سكودا,فابيا,2004,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1900,8,نقدا فقط ,للبيع فقط ,9
سكودا,رابيد,2014,75999,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,260,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,توران,2007,30000,فضي,ديزل,خصوصي,نمرةصفراء,اوتوماتيك,الكتروني,1900,1900,3,,نقدا فقط ,
سكودا,اوكتافيا,2010,75000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,184000,5,نقدا فقط ,للبيع أو التبديل ,2
بي,520,1983,13000,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1800,12345,5,نقدا فقط ,للبيع فقط ,7
هونداي,اكسنت,2015,67000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000,5,إمكانية التقسيط ,للبيع فقط ,1
هونداي,توسان,2014,85000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,43000,5,إمكانية التقسيط ,للبيع فقط ,1
سكودا,اوكتافيا,2011,80000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1000,5,إمكانية التقسيط ,للبيع فقط ,3
فولكسفاجن,كبينة,1982,42000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,10000,7,نقدا فقط ,للبيع فقط ,6
فيات,اونو,1986,13500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,5,نقدا فقط ,للبيع أو التبديل ,1
فولكسفاجن,كادي,2016,115000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,1000,7,نقدا فقط ,للبيع فقط ,1
هونداي,توسان,2014,94000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,32000,5,نقدا فقط ,للبيع فقط ,
هونداي,توسان,2008,63000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,78000,5,نقدا فقط ,للبيع فقط ,1
هونداي,فيرنا,2006,42000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,5
سكودا,اوكتافيا,2013,95000,أبيض,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1600,12000,5,نقدا فقط ,للبيع أو التبديل ,1
فولكسفاجن,كادي,2014,100000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,44000,7,إمكانية التقسيط ,للبيع فقط ,1
اوبل,فيكترا,1998,26000,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,84000,5,نقدا فقط ,للبيع أو التبديل ,4
اوبل,استرا,2003,32000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,1,,نقدا فقط ,
فولكسفاجن,كادي,2014,99000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,67000,7,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,جولف,2005,65000,أسود,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1900,290000,5,إمكانية التقسيط ,للبيع فقط ,7
كيا,برايد,2014,65000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,63000,5,نقدا فقط ,للبيع أو التبديل ,1
بيجو,206+,2012,42000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60000,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,باسات,2006,56000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,
هونداي,فيرنا,2006,41000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,123000,5,نقدا فقط ,للبيع فقط ,6
هونداي,توسان,2014,113000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,4,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,توران,2013,98000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,7,نقدا فقط ,للبيع فقط ,1
سيت,قرطبة,2007,37500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,i30,2011,58000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,85000,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,جولف,2014,97000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,ترانسبورتر,2008,75000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,240,8,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,بولو,2015,77000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,1200,7,نقدا فقط ,للبيع فقط ,2
سيت,ليون,2014,99999,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,5,نقدا فقط ,للبيع أو التبديل ,1
بي,528,2014,215000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,8000,5,نقدا فقط ,للبيع فقط ,1
مازدا,323,1996,28000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,4
فولكسفاجن,باسات,2014,175000,أزرقسماوي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,إمكانية التقسيط ,للبيع فقط ,2
كيا,ريو,2012,60000,فضي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1400,,6,نقدا فقط ,للبيع فقط ,1
